,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Close_USD_Cutoff
51491,2023-12-18,1148,CN0Q6V,CNE1000004X4,ZHUZHOU CRRC TIMES ELEC 'H',CN,HKD,50206025.0,3.16249734359
51459,2023-12-18,1148,HK60X4,KYG984191075,YIHAI INTL HLDG,CN,HKD,45102020.0,1.6644722861
51444,2023-12-18,1148,CN8CCV,KYG2816P1072,DONGYUE GROUP,CN,HKD,55201000.0,0.764376888309
51403,2023-12-18,1148,CN8DL5,KYG2157Q1029,CHINA LESSO GROUP HDG.,CN,HKD,50101035.0,0.553116944304
50981,2023-12-18,1148,CN2IJ2,CNE000001R76,CHONGQING IRON & STEEL 'A' (CCS),CN,CNY,55102010.0,0.204742052012
50992,2023-12-18,1148,CN390B,CNE1000042H7,WUXI NCE POWER 'A' (CCS),CN,CNY,10102010.0,5.7468008845559995
51058,2023-12-18,1148,CN2VTP,CNE100003Y65,CHINA-SG SZH. INPK.DEVGP.'A' (CCS),CN,CNY,35101010.0,1.1401047142860001
51004,2023-12-18,1148,CN2PND,CNE000001L07,LIANCHUANG ELEC TECH 'A' (CCS),CN,CNY,50202010.0,1.5986708170800001
50976,2023-12-18,1148,CN2U50,CNE100000C07,Broad-Ocean 'A' (CCS),CN,CNY,50202010.0,0.713792496398
50998,2023-12-18,1148,CN36GO,CNE100003SS3,BEI MO GAO FRICTION MTRL 'A' (CCS),CN,CNY,50201010.0,5.112941929012
51092,2023-12-18,1148,CN2SF8,CNE000001568,Changyu-A 'A' (CCS),CN,CNY,45101015.0,3.6769428792839998
51204,2023-12-18,1148,CN2FUA,CNE000000S27,Tibet Mineral 'A' (CCS),CN,CNY,55102000.0,3.243618947286
51002,2023-12-18,1148,CN30IK,CNE000000NP7,XINYU IRON & STEEL 'A' (CCS),CN,CNY,55102010.0,0.530085586716
50980,2023-12-18,1148,CN2T60,CNE000000KT5,Financial St 'A' (CCS),CN,CNY,35101010.0,0.556730100334
50977,2023-12-18,1148,CN32UY,CNE1000009B9,TOPSEC TECHS. GP.'A' (CCS),CN,CNY,10101010.0,1.402342822
51040,2023-12-18,1148,CN37EN,CNE000001048,SICHUAN HEXIE SHUANGMA 'A' (CCS),CN,CNY,50101030.0,2.175033716922
51100,2023-12-18,1148,CN2P7X,CNE1000036B2,YANGTZE OPT. FIBRE&CABLE. 'A' (CCS),CN,CNY,15101010.0,4.079415269198
50978,2023-12-18,1148,CN2QWN,CNE000000FM0,DIGITAL CHINA INFORMATION SERVICE GROUP 'A' (CCS),CN,CNY,10101010.0,1.674397329468
51024,2023-12-18,1148,CN2WUR,CNE100001765,HENAN MINGTAI AL INDL. 'A' (CCS),CN,CNY,55102035.0,1.6772020151120002
50995,2023-12-18,1148,CN35U1,CNE100003LB4,JIANGSU GUOMAO REDUCER 'A' (CCS),CN,CNY,50204000.0,2.4555022813220004
51422,2023-12-18,1148,CN8EF0,HK0000083920,SUN ART RETAIL GROUP,CN,HKD,40401010.0,0.170288318501
51399,2023-12-18,1148,HK40IN,KYG6501M1050,NEXTEER AUTOMOTIVE GROUP,CN,HKD,40101025.0,0.6453031016880001
50974,2023-12-18,1148,CN391C,CNE000001618,CNSIG INNER MON. CHE. IND. 'A' (CCS),CN,CNY,55201000.0,1.099436772448
51086,2023-12-18,1148,CN2ZFF,CNE100001V11,BEIJING GEOENVIRON E&T. 'A' (CCS),CN,CNY,65103035.0,1.060171173432
51000,2023-12-18,1148,CN2ZBB,CNE0000003F5,GUOCHENG MINING 'A' (CCS),CN,CNY,55102050.0,1.4444131066600001
51400,2023-12-18,1148,PH227,KYG2113L1068,CHINA RESOURCES BUILDING MATERIALS TECHNOLOGY HDG,CN,HKD,50101030.0,0.23046539346000003
50999,2023-12-18,1148,CN2IM5,CNE000001F39,Tang Sanyou 'A' (CCS),CN,CNY,55201000.0,0.776897923388
51041,2023-12-18,1148,CN2UE9,CNE000001PF1,ZHEJ.WANFENG AUTO WHEEL 'A' (CCS),CN,CNY,40101025.0,0.746046381304
50990,2023-12-18,1148,CN2ONC,CNE1000015C4,ANHUI JINHE INDL.'A' (CCS),CN,CNY,55201000.0,2.845353585838
51075,2023-12-18,1148,CN35Y5,CNE100003N68,BEIDA JD.BIRD 'A' (CCS),CN,CNY,50202020.0,2.15960794588
50788,2023-12-18,1148,CN86LY,US47759T1007,JINKOSOLAR HOLDING ADR,CN,USD,60102020.0,31.4
51060,2023-12-18,1148,CN36KS,CNE0000018Q0,INMYSHOW DIGITAL TECH. 'A' (CCS),CN,CNY,40301020.0,0.87646426375
50994,2023-12-18,1148,CN2J5P,CNE000001G04,Fangda Steel 'A' (CCS),CN,CNY,55102010.0,0.678733925848
51084,2023-12-18,1148,CN4C6L,CNE1000043M5,WUXI PAIKE N. MTRLS TECH. 'A' (CCS),CN,CNY,55102015.0,13.027764816380001
51496,2023-12-18,1148,CN0OI5,CNE1000004J3,TRAVELSKY TECHNOLOGY 'H',CN,HKD,10101010.0,1.687518825446
51081,2023-12-18,1148,CN2EYD,CNE000000XB6,Sh Belling 'A' (CCS),CN,CNY,10102010.0,2.200275887718
51083,2023-12-18,1148,CN2SNG,CNE100000WV5,PENGDU AGRI. & ANIMAL HUSB.'A' (CCS),CN,CNY,45102010.0,0.24540999385
51406,2023-12-18,1148,HK90HR,KYG2163M1033,CHINA EDUCATION GROUP HOLDINGS,CN,HKD,40201010.0,0.608172566075
51042,2023-12-18,1148,CN2IUD,CNE100001757,BEIJING JINGYUNTONG TECH.'A' (CCS),CN,CNY,10102020.0,0.639468326832
51003,2023-12-18,1148,CN37MV,CNE100003K38,BANK OF QINGDAO 'A' (CCS),CN,CNY,30101010.0,0.436128617642
50993,2023-12-18,1148,CN2TXR,CNE0000002R2,Csg Holding 'A' (CCS),CN,CNY,50203020.0,0.782507294676
51077,2023-12-18,1148,CN2TTN,CNE100000J59,ZHEJIANG YONGTAI TECH. 'A' (CCS),CN,CNY,55201020.0,1.6786043579340002
51418,2023-12-18,1148,KY11J3,KYG1193D1097,Blue Moon Group Holdings Ltd,CN,HKD,45201030.0,0.261194112588
51074,2023-12-18,1148,CN2YZY,CNE1000018X4,XIAMEN KINGDOMWAY GP.'A' (CCS),CN,CNY,45102020.0,2.498974908804
51461,2023-12-18,1148,CN8CK3,KYG982771092,XTEP INTERNATIONAL HDG.,CN,HKD,40204025.0,0.577443846947
51471,2023-12-18,1148,PH047,HK0817039453,CHINA JINMAO HOLDINGS GROUP,CN,HKD,35101010.0,0.11395233343300001
50996,2023-12-18,1148,CN2YFE,CNE0000016D2,TIBET SUMMIT RESOURCES 'A' (CCS),CN,CNY,55102050.0,1.656166872782
51076,2023-12-18,1148,CN33CH,CNE000001QF9,SANSTEEL MINGUANG 'A' (CCS),CN,CNY,55102010.0,0.612823813214
51072,2023-12-18,1148,CN2IVE,CNE000001907,Xinan Chemical 'A' (CCS),CN,CNY,55201015.0,1.31119053857
51005,2023-12-18,1148,CN2HI0,CNE000001PZ9,XINJIANG TECON ANM BIO-TECH A (CCS),CN,CNY,45102010.0,1.096632086804
51089,2023-12-18,1148,CN376F,CNE1000031J6,WENCAN GROUP 'A' (CCS),CN,CNY,40101025.0,5.617785344932001
51465,2023-12-18,1148,KY119T,KYG5141L1059,Jiumaojiu International Holdin,CN,HKD,40501040.0,1.010206641333
51088,2023-12-18,1148,CN2USN,CNE000001P86,Gold Mantis 'A' (CCS),CN,CNY,50101035.0,0.549718386224
51063,2023-12-18,1148,CN2HGY,CNE100000BT3,JIANGSU AZURE 'A' (CCS),CN,CNY,50203000.0,1.264913225444
51095,2023-12-18,1148,CN2TVP,CNE100000BQ9,Joyoung 'A' (CCS),CN,CNY,40202020.0,1.894565152522
51079,2023-12-18,1148,CN2F4K,CNE100001M04,CTS INTL.LOGISTICS 'A' (CCS),CN,CNY,50206040.0,1.105046143736
51097,2023-12-18,1148,CN2L1N,CNE000000TB4,NUODE NEW MATERIALS 'A' (CCS),CN,CNY,50202010.0,0.8273822649800001
51098,2023-12-18,1148,CN2HBT,CNE0000009C9,HUBEI YIHUA CHM.IND.'A' (CCS),CN,CNY,55201000.0,1.3616748801620002
51068,2023-12-18,1148,CN3CBP,CNE100005HS1,HOLLY FUTURES 'A' (CCS),CN,CNY,30202015.0,1.887553438412
51078,2023-12-18,1148,CN3204,CNE0000013G2,CHENGZHI 'A' (CCS),CN,CNY,55201000.0,1.169553913548
51101,2023-12-18,1148,CN31Z2,CNE1000006X9,ANHUI TRUCHUM ADMA. & TECH.'A' (CCS),CN,CNY,55102040.0,1.0629758590760001
51103,2023-12-18,1148,CN30QS,CNE100000C98,LIER CHEMICAL 'A' (CCS),CN,CNY,55201015.0,1.769756641364
51087,2023-12-18,1148,CN31MP,CNE1000013N6,JIANGSU SHUANGXING A (CCS),CN,CNY,50203015.0,1.217233569496
51062,2023-12-18,1148,CN367F,CNE100003PQ3,BAFANG ELECTRIC (SUZHOU) 'A' (CCS),CN,CNY,40101025.0,8.287846078020001
51099,2023-12-18,1148,CN2E7M,CNE000000438,SHANGHAI WAIGAOQIAO 'A' (CCS),CN,CNY,35101010.0,1.482276362854
51096,2023-12-18,1148,CN2F3J,CNE000001C57,Jinjing 'A' (CCS),CN,CNY,50203020.0,0.969018890002
51057,2023-12-18,1148,CN392D,CNE100001ZW4,SHINGHWA ADVANCED MATERIAL GROUP A (CCS),CN,CNY,55201000.0,6.825202514674
51398,2023-12-18,1148,CN92IS,VGG9833A1049,XINYI ENERGY HOLDINGS,CN,HKD,65101010.0,0.167727591907
51093,2023-12-18,1148,CN2FT9,CNE1000016H1,ZHEJIANG AKCOME NEW ENERGY TECHNOLOGY 'A' (CCS),CN,CNY,60102020.0,0.304308392374
51494,2023-12-18,1148,CN8FF1,KYG2116J1085,CHINA CONCH VET.HOLDINGS,CN,HKD,65103035.0,0.749012528745
51091,2023-12-18,1148,CN2IK3,CNE1000013D7,CAMEL GROUP 'A' (CCS),CN,CNY,40101025.0,1.145714085574
51409,2023-12-18,1148,HK60RY,KYG410121084,GREENTOWN SER GRP,CN,HKD,35101015.0,0.41483770822800003
51414,2023-12-18,1148,KY11DX,KYG0405D1051,ANGELALIGN TECHNOLOGY,CN,HKD,20102015.0,7.893439726005
51065,2023-12-18,1148,CN35HO,CNE100004FX8,GUANGDONG SHUNKONG DEV. 'A' (CCS),CN,CNY,65102030.0,2.16661965999
51082,2023-12-18,1148,CN2QRI,CNE000000073,JINKE PROPERTY GROUP 'A' (CCS),CN,CNY,35101010.0,0.249617022316
51243,2023-12-18,1148,CN38R1,CNE100000YT5,XIZI CLEAN ENERGY EQUIPMENT'A' (CCS),CN,CNY,50202010.0,1.799205840626
51056,2023-12-18,1148,CN346C,CNE1000036C0,MILKYWAY CHEM. SUPPLY CHAIN'A' (CCS),CN,CNY,50206060.0,8.074689969076
51469,2023-12-18,1148,CN92FP,KYG5140J1013,JINXIN FERTILITY GROUP,CN,HKD,20101010.0,0.480136236375
51402,2023-12-18,1148,CN8EXI,KYG7956A1094,SEAZEN GROUP,CN,HKD,35101010.0,0.184372314768
51421,2023-12-18,1148,680206,HK0604011236,SHENZHEN INVESTMENT,CN,HKD,35101010.0,0.144681052561
51050,2023-12-18,1148,CN2KJ4,CNE000001782,Capital Dev 'A' (CCS),CN,CNY,35101010.0,0.493624673344
51051,2023-12-18,1148,CN2P8Y,CNE000001P11,JIANGSU SHAGANG 'A' (CCS),CN,CNY,55102010.0,0.556730100334
51102,2023-12-18,1148,CN2V40,CNE100000080,NANJI E-COMMERCE A (CCS),CN,CNY,10101020.0,0.49783170180999997
51047,2023-12-18,1148,CN2U61,CNE1000008B1,SHENZHEN JINJIA GP.'A' (CCS),CN,CNY,50203030.0,0.8273822649800001
51052,2023-12-18,1148,CN366E,CNE100003Q57,GRG METROLOGY & TEST GROUP 'A' (CCS),CN,CNY,40201070.0,2.069858005272
51045,2023-12-18,1148,CN2H1J,CNE1000005Y9,RiseSun Real Est 'A' (CCS),CN,CNY,35101010.0,0.26644513618
51049,2023-12-18,1148,CN34U0,CNE0000004Q0,GANSU SHANGFENG CMT.'A' (CCS),CN,CNY,50101030.0,1.17095625637
51464,2023-12-18,1148,CN93KV,CNE100000353,HISENSE HOME APPLIANCES GROUP 'H',CN,HKD,40202020.0,2.463418983428
51457,2023-12-18,1148,CN1AU4,CNE1000003J5,JIANGSU EXPRESSWAY H,CN,HKD,50206060.0,0.9000953977910001
51411,2023-12-18,1148,CN57U5,CNE100001ZT0,LEGEND HOLDINGS 'H',CN,HKD,10102030.0,0.8616844988810001
51064,2023-12-18,1148,CN36Y6,CNE100005568,JIANGSU BOQIAN NEW MATLS. 'A' (CCS),CN,CNY,55201000.0,4.083622297664
51416,2023-12-18,1148,CN534B,BMG202981087,CGN NEW ENERGY HOLDINGS,CN,HKD,65101015.0,0.241988663133
51451,2023-12-18,1148,CN1IDV,CNE100000X44,CHONGQING RUR.COML.BK. 'H',CN,HKD,30101010.0,0.37002499283300005
51405,2023-12-18,1148,608071,CNE1000002Z3,DATANG INTL.PWR.GNRTN. 'H',CN,HKD,65101015.0,0.151082869046
50790,2023-12-18,1148,CN1SF7,US23344D1081,DADA NEXUS 1 ADS,CN,USD,10101020.0,3.08
51462,2023-12-18,1148,HK00LM,CNE1000004F1,SINOTRANS 'H',CN,HKD,50206060.0,0.36490353964500005
50775,2023-12-18,1148,CN24GL,CNE000000J85,INNER MONGOLIA EERDUOSI 'B',CN,USD,40204020.0,0.882
50789,2023-12-18,1148,CN24OT,CNE0000004K3,LAO FENG XIANG 'B',CN,USD,40204030.0,3.406
51408,2023-12-18,1148,CN12Y0,CNE100000TW9,CHINA SUNTIEN GRN.EN.'H',CN,HKD,65102020.0,0.33289445722000005
51420,2023-12-18,1148,CN427C,CNE100005KF2,AIM VACCINE H 'H',CN,HKD,20103015.0,1.125439338063
51401,2023-12-18,1148,HK009A,CNE1000004C8,SINOPEC SHAI.PETROCHEM. 'H',CN,HKD,60101020.0,0.14340068926400001
50773,2023-12-18,1148,CN24IN,CNE000000SJ9,SHAI.ZHENHUA HEAVY IND. 'B',CN,USD,50204020.0,0.199
50776,2023-12-18,1148,CN24EJ,CNE000000HH6,SHAI.LJZ.FN&T.ZONE DEV. 'B',CN,USD,35101010.0,0.341
51419,2023-12-18,1148,B018L7,CNE100000536,COSCO SHIPPING DEVELOPMENT 'H',CN,HKD,50206030.0,0.10114870046300001
51423,2023-12-18,1148,CN24CH,CNE0000002M3,CSG HOLDING 'B',CN,HKD,50203020.0,0.334174820517
51415,2023-12-18,1148,CN249E,CNE000000T59,YANTAI CHANGYU PION.WINE 'B',CN,HKD,45101015.0,1.133121517845
51394,2023-12-18,1148,CN24MR,CNE000000HW5,GUANGDONG ELEC.PWR.DEV. 'B',CN,HKD,65101015.0,0.28424065193400005
51395,2023-12-18,1148,CN0P0O,CNE100000F20,BBMG 'H',CN,HKD,50101030.0,0.096027247275
51397,2023-12-18,1148,CN299J,CNE100004BP3,JOINN LAB. 'H',CN,HKD,20103010.0,1.7464155371080001
51396,2023-12-18,1148,CN24RW,CNE000000J36,WEIFU HIGH TECH.GP.'B',CN,HKD,40101025.0,1.142084060924
51426,2023-12-18,1148,CN6319,CNE0000007C3,CHINA MERCHANTS PORT GR.'B',CN,HKD,50206060.0,0.9589921094530001
50777,2023-12-18,1148,CN257D,CNE0000004L1,SHANGHAI HUAYI GROUP 'B',CN,USD,40101015.0,0.394
50778,2023-12-18,1148,CN24TY,CNE000000FG2,SHANGHAI BAILIAN GROUP 'B',CN,USD,45201010.0,0.53
50780,2023-12-18,1148,CN267E,CNE000000GW7,SHANGHAI LINGANG HOLDINGS 'B',CN,USD,35101010.0,0.612
51424,2023-12-18,1148,CN258E,CNE000000RN3,BENGANG STL.PLATES 'B',CN,HKD,55102010.0,0.184372314768
50779,2023-12-18,1148,CN25EK,CNE000000K58,HUADIAN ENERGY 'B',CN,USD,65101015.0,0.131
51425,2023-12-18,1148,CN26KR,CNE000000Q52,ADAMA 'B',CN,HKD,55201015.0,0.297044284904
51662,2023-12-18,1148,IN0AET,INE813H01021,Torrent Pow,IN,INR,65101015.0,11.556613543875
51628,2023-12-18,1148,IN043C,INE188A01015,FERT.& CHEMS.TRAVANCORE,IN,INR,55201015.0,8.508425566855
51758,2023-12-18,1148,IN12CK,INE513A01022,Schaeffler India Ltd,IN,INR,40101025.0,34.018113579890006
51726,2023-12-18,1148,IN2119,INE699H01024,ADANI WILMAR,IN,INR,45102020.0,4.08423613286
51652,2023-12-18,1148,IN06ZA,INE356A01018,Mphasis,IN,INR,10101010.0,28.14957228975
51715,2023-12-18,1148,IN82AP,INE674K01013,ADITYA BIRLA FIN. SERVICES,IN,INR,30301010.0,2.01693634042
51735,2023-12-18,1148,IN0AO3,INE686F01025,United Brew,IN,INR,45101010.0,19.761659268800003
51704,2023-12-18,1148,IN0AT8,INE628A01036,UPL Ltd,IN,INR,55201015.0,6.840436001145001
51629,2023-12-18,1148,IN02KR,INE084A01016,Bank of India,IN,INR,30101010.0,1.245416220666
51653,2023-12-18,1148,IN087K,INE211B01039,Phoenix Mills,IN,INR,35101010.0,28.406785633995
51651,2023-12-18,1148,IN81HV,INE00R701025,DALMIA BHARAT,IN,INR,50101030.0,26.96962855671
51648,2023-12-18,1148,IN11SZ,INE761H01022,PAGE INDUSTRIES,IN,INR,40204020.0,446.316115282
51644,2023-12-18,1148,IN066H,INE220G01021,JINDAL STAINLESS,IN,INR,55102010.0,6.019032081295
51698,2023-12-18,1148,IN20GN,INE04I401011,KPIT TECHNOLOGIES,IN,INR,10101010.0,17.968360637945
51725,2023-12-18,1148,IN311A,INE249Z01012,MAZAGON DOCK SHIPBUILDERS,IN,INR,50206030.0,24.136684380585
51741,2023-12-18,1148,IN70IU,INE405E01023,UNO MINDA,IN,INR,40101025.0,8.084533179020001
51631,2023-12-18,1148,IN02W3,INE483A01010,Central Bank IN,IN,INR,30101010.0,0.5278569423620001
51755,2023-12-18,1148,IN00FK,INE114A01011,Steel Authority of India Ltd,IN,INR,55102010.0,1.105837510782
51673,2023-12-18,1148,IN20LS,INE417T01026,PB FINTECH,IN,INR,30302015.0,9.973762194675
51635,2023-12-18,1148,IN10EK,INE797F01020,JUBILANT FOODWORKS,IN,INR,40501040.0,6.7223217148600005
51727,2023-12-18,1148,IN20X4,INE317I01021,METRO BRANDS,IN,INR,40401020.0,16.24341240626
51734,2023-12-18,1148,IN2018,INE498L01015,L&T FINANCE HOLDINGS,IN,INR,30201020.0,1.7753116837050003
51636,2023-12-18,1148,IN827M,INE545U01014,BANDHAN BANK,IN,INR,30101010.0,2.7118320653150003
51663,2023-12-18,1148,IN04OX,INE776C01039,GMR AIRPORTS INFRASTRUCTURE,IN,INR,50206060.0,0.717319452342
51737,2023-12-18,1148,IN01CI,INE012A01025,ACC,IN,INR,50101030.0,22.58680910116
51646,2023-12-18,1148,IN06Y9,INE180A01020,MAX FINANCIAL SVS.,IN,INR,30301010.0,12.267697521205
51680,2023-12-18,1148,IN12X5,INE591G01017,COFORGE,IN,INR,10101010.0,69.15381614270001
51719,2023-12-18,1148,IN0ADS,INE470A01017,3M India,IN,INR,50203000.0,374.008587739
51724,2023-12-18,1148,IN07ZB,INE881D01027,Oracle Fin,IN,INR,10101015.0,48.2889574487
51760,2023-12-18,1148,IN11U1,INE042A01014,Escorts Kubota Ltd,IN,INR,50204010.0,37.726422517315
51710,2023-12-18,1148,IN044D,INE171A01029,The Federal Bank,IN,INR,30101010.0,1.7663182101300001
51714,2023-12-18,1148,IN30RZ,INE415G01027,RAIL VIKAS NIGAM,IN,INR,50101010.0,1.970769842735
51739,2023-12-18,1148,IN039H,INE169A01031,Coromandel Intl,IN,INR,55201015.0,13.934487957105
51747,2023-12-18,1148,IN01IO,INE212H01026,AIA Engg,IN,INR,50204000.0,43.225631825975
51733,2023-12-18,1148,IN073F,INE774D01024,M&M Fin Services,IN,INR,30201020.0,3.293410023165
51732,2023-12-18,1148,IN20Y5,INE575P01011,STAR HEALTH ALLIED INSURANCE,IN,INR,30301010.0,6.925574217655
51716,2023-12-18,1148,IN30Y6,INE303R01014,KALYAN JEWELLERS INDIA,IN,INR,40204030.0,3.9031675315500003
51720,2023-12-18,1148,IN217F,INE825V01034,VEDANT FASHIONS,IN,INR,40204020.0,16.4160870989
51745,2023-12-18,1148,IN07U6,INE274J01014,OIL INDIA Ltd,IN,INR,60101010.0,3.6621424397399998
51643,2023-12-18,1148,IN812G,INE935N01020,DIXON TECHNOLOGIES (INDIA),IN,INR,40203010.0,66.1559916177
51639,2023-12-18,1148,IN19CR,INE073K01018,SONA BLW PRECISION FORGINGS,IN,INR,40101025.0,6.695341294135001
51718,2023-12-18,1148,IN055F,INE671A01010,Honeywell Auto,IN,INR,50203000.0,439.02660516701
51751,2023-12-18,1148,IN18S6,INE511C01022,MAGMA FINCORP,IN,INR,30201020.0,4.90923744214
51736,2023-12-18,1148,IN18O2,INE09N301011,GUJARAT FLUOROCHEMICALS,IN,INR,55201000.0,34.1871908831
51717,2023-12-18,1148,IN03CK,INE007A01025,CRISIL Ltd,IN,INR,30201030.0,51.329950646860006
51630,2023-12-18,1148,IN30T1,INE457A01014,BANK OF MAHARASHTRA,IN,INR,30101010.0,0.5270175514950001
51752,2023-12-18,1148,IN08CP,INE347G01014,Petronet Lng,IN,INR,60101020.0,2.432434819585
51750,2023-12-18,1148,IN50IS,INE398R01022,SYNGENE INTERNATIONAL,IN,INR,20103010.0,9.008462697625001
51721,2023-12-18,1148,IN0A8N,INE152A01029,Thermax,IN,INR,50101025.0,30.374557652205002
51665,2023-12-18,1148,IN80CP,INE288B01029,DEEPAK NITRITE,IN,INR,55201000.0,26.337687146840004
51722,2023-12-18,1148,IN603E,INE844O01030,GUJARAT GAS,IN,INR,65102020.0,5.193431207110001
51749,2023-12-18,1148,IN13EN,INE068V01023,GLAND PHARMA,IN,INR,20103015.0,21.2725628294
51667,2023-12-18,1148,IN05S2,INE571A01038,IPCA Labs,IN,INR,20103015.0,13.609523778595001
51666,2023-12-18,1148,IN219H,INE148O01028,DELHIVERY,IN,INR,50206040.0,4.69699146577
51757,2023-12-18,1148,IN02CJ,INE376G01013,Biocon,IN,INR,20103010.0,2.859325031945
51728,2023-12-18,1148,IN04KT,INE159A01016,GlaxoSmith P,IN,INR,20103015.0,19.85639052379
51658,2023-12-18,1148,IN0B2I,INE226A01021,Voltas Ltd,IN,INR,50101025.0,9.93718873547
51759,2023-12-18,1148,IN05IS,INE203G01027,INDRAGAS,IN,INR,65102020.0,4.6646149609
51743,2023-12-18,1148,IN216E,INE0FS801015,MOTHERSON SUMI WIRING INDIA,IN,INR,40101025.0,0.738424136998
51723,2023-12-18,1148,IN30LT,INE281B01032,LLOYDS METALS & ENERGY,IN,INR,55102010.0,6.2114924158
51729,2023-12-18,1148,IN06EP,INE531A01024,Kansai,IN,INR,50203010.0,3.8444101708600003
51730,2023-12-18,1148,IN0AIX,INE092A01019,Tata Chemicals,IN,INR,55201000.0,11.639953065670001
50782,2023-12-18,1148,IN13IR,US92932M1018,WNS HDG. ADR,IN,USD,50205020.0,59.48
51627,2023-12-18,1148,IN505F,INE131B01039,RELAXO FOOTWEARS,IN,INR,40204025.0,10.905486057045001
51746,2023-12-18,1148,IN03W4,INE548C01032,Emami,IN,INR,45201020.0,6.0915794348
51713,2023-12-18,1148,IN601C,INE647O01011,ADITYA FASH.& RETAIL,IN,INR,40204020.0,2.76639247167
51731,2023-12-18,1148,IN20BI,INE100A01010,ATUL,IN,INR,55201000.0,78.902741498
51671,2023-12-18,1148,IN60HS,INE299U01018,CRMPTN.GREAVES CSM.ELEC,IN,INR,40202020.0,3.424115172455
51519,2023-12-18,1148,TW10SI,TW0009941005,YULON FINANCE,TW,TWD,30201020.0,6.0659433983
51507,2023-12-18,1148,TW08YV,TW0002368008,GOLD CIRCUIT ELECTRONICS,TW,TWD,10102015.0,7.2983382312
51511,2023-12-18,1148,TW052W,TW0002834009,Taiwan Business Bank,TW,TWD,30101010.0,0.4321384479
51514,2023-12-18,1148,TW012S,TW0001229003,Lien Hwa Ind,TW,TWD,45102020.0,2.18950146936
51557,2023-12-18,1148,TW00G5,TW0002353000,Acer Inc,TW,TWD,10102030.0,1.1267609900800002
51554,2023-12-18,1148,TW10J9,TW0003533006,Lotes,TW,TWD,10102015.0,29.6414965004
51526,2023-12-18,1148,TW08VS,TW0009945006,Ruentex C D,TW,TWD,35101010.0,1.1459671433199998
51549,2023-12-18,1148,TW060V,TW0003044004,Tripod Tech,TW,TWD,10102015.0,6.1779792922
51550,2023-12-18,1148,TW03UM,TW0002449006,King Yuan Elec,TW,TWD,10102020.0,2.65044914712
51524,2023-12-18,1148,TW601W,TW0008464009,NIEN MADE ENTERPRISE,TW,TWD,40202015.0,10.9154970914
51572,2023-12-18,1148,TW6050,TW0005269005,ASMEDIA TECHNOLOGY,TW,TWD,10102010.0,46.094767776
51510,2023-12-18,1148,TW01G6,TW0001504009,Teco Electric,TW,TWD,50202040.0,1.49487892718
51525,2023-12-18,1148,TW208Z,KYG989221000,ZHEN DING TECH.HOLDING,TW,TWD,10102015.0,3.3130614339
51563,2023-12-18,1148,TW20I9,TW0006789001,VISERA TECHNOLOGIES,TW,TWD,10102010.0,9.8111432801
51508,2023-12-18,1148,TW05WQ,TW0003035002,Faraday Tech,TW,TWD,10102010.0,12.3399534567
51509,2023-12-18,1148,TW03A2,TW0002371002,Tatung,TW,TWD,50202010.0,1.29161380539
51512,2023-12-18,1148,TW027Y,TW0002027000,Ta Chen,TW,TWD,55102010.0,1.23719637121
51513,2023-12-18,1148,TW036Y,TW0002360005,Chroma Ate,TW,TWD,50202025.0,6.882204911
51506,2023-12-18,1148,TW08JG,TW0009904003,Pou Chen,TW,TWD,40204025.0,0.98911689186
