,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Mcap_Units_Index_Currency,Weight
177273,2023-12-18,2034,TH20FR,TH0671010Z08,MAJOR CINEPLEX GROUP,TH,THB,40301010.0,0.302,73751985.0,0.0002225114461744635
176828,2023-12-18,2034,CN2D3H,KYG4987A1094,JACOBIO PHARMACEUTICALS GROUP,CN,HKD,20103010.0,1.0,221241913.0,0.00022227897263646
175687,2023-12-18,2034,KR1BE1,KR7299900001,WYSIWYG STUDIOS,KR,KRW,40301010.0,1.0,356144721.0,0.0002221167302536178
175220,2023-12-18,2034,TW153Y,TW0004746003,FORMOSA LABORATORIES,TW,TWD,20103015.0,1.0,358365825.0,0.00022161355028829687
177216,2023-12-18,2034,TH212F,TH0297010Z02,GFPT,TH,THB,45102010.0,0.49,187836034.0,0.00022161312487219763
176571,2023-12-18,2034,MY21TG,MYL3395OO000,BERJAYA,MY,MYR,40401010.0,1.0,336571500.0,0.00022101058671584117
175288,2023-12-18,2034,TW13TM,TW0009927004,Thye Ming Indu,TW,TWD,55102050.0,1.0,233137876.0,0.00022077340908010975
174995,2023-12-18,2034,CN2DES,US25445D1019,DINGDONG CAYMAN 2 ADR 2:3,CN,USD,45201010.0,1.0,222945501.0,0.00022067856087325892
177227,2023-12-18,2034,TH21CP,TH0380010Y07,THAICOM,TH,THB,15102015.0,0.6795787,155329312.0,0.00022062231985400511
174922,2023-12-18,2034,IN026D,INE032A01023,Bombay Dyeing,IN,INR,55101020.0,1.0,215276830.0,0.0002203581964630447
175209,2023-12-18,2034,TW11OF,TW0008213000,Taiwan PCB Tech,TW,TWD,10102015.0,1.0,381280846.0,0.00022018783582025025
175279,2023-12-18,2034,TW60KF,TW0004438007,QUANG VIET ENTERPRISE,TW,TWD,40204020.0,1.0,249635790.0,0.00022014007758605714
177376,2023-12-18,2034,ID20EB,ID1000106206,MEDIA NUSNT.CITRA,ID,IDR,40301035.0,1.0,196767102.0,0.00022012994068364546
174945,2023-12-18,2034,IN1118,INE683C01011,MAITHAN ALLOYS,IN,INR,55102010.0,1.0,174442957.0,0.0002193290377497349
175771,2023-12-18,2034,KR21U8,KR7079370003,ZEUS,KR,KRW,10102020.0,1.0,268189102.0,0.00021891866433855638
175222,2023-12-18,2034,TW02QH,TW0002323003,CMC Magnetics,TW,TWD,10102030.0,1.0,352423680.0,0.0002188179575019354
174916,2023-12-18,2034,IN611D,INE659A01023,SUDARSHAN CHEMICALS,IN,INR,55201020.0,1.0,229725965.0,0.00021833203377799858
174917,2023-12-18,2034,IN125D,INE933K01021,BAJAJ CONSUMER CARE,IN,INR,45201020.0,1.0,226862215.0,0.0002180917232477362
176534,2023-12-18,2034,CL00TQ,CL0000001934,Sonda SA,CL,CLP,10101010.0,1.0,229928367.0,0.00021719016115183499
177018,2023-12-18,2034,TR603T,TREPOHO00012,POLISAN HOLDING,TR,TRY,55201020.0,1.0,96883753.0,0.00021718628213532554
175389,2023-12-18,2034,PL20FR,CY1000031710,ASBISC ENTERPRISES (DI),PL,PLN,10102030.0,1.0,251529860.0,0.00021716227368595857
175726,2023-12-18,2034,KR516N,KR7068240001,DAWONSYS,KR,KRW,50202010.0,1.0,313792986.0,0.00021711373941685295
174935,2023-12-18,2034,IN50HR,INE790G01031,SHILPA MEDICARE LIMITED,IN,INR,20103015.0,1.0,189793332.0,0.0002171022411151218
176787,2023-12-18,2034,CN635D,CNE100002342,CHINA REINSURANCE (GP.) 'H',CN,HKD,30302020.0,1.0,381268453.0,0.00021663318368136353
175530,2023-12-18,2034,ZA502G,ZAE000248506,Fortress REIT Ltd,ZA,ZAR,35101010.0,1.0,247691616.0,0.00021654302751112196
174915,2023-12-18,2034,IN124C,INE060A01024,NAVNEET EDUCATION,IN,INR,40301030.0,1.0,230701630.0,0.00021582050327751792
174932,2023-12-18,2034,IN825K,INE999B01013,SANGHI INDUSTRIES,IN,INR,50101030.0,1.0,192342786.0,0.00021578449749862954
177251,2023-12-18,2034,TH218L,TH0363010Z02,PRECIOUS SHIPPING,TH,THB,50206030.0,0.5070122,113249437.0,0.0002156340053475284
174582,2023-12-18,2034,BR10GJ,BRMYPKACNOR7,IOCHPE MAXION S.A.,BR,BRL,40101025.0,1.0,357584046.0,0.00021441293281056884
176858,2023-12-18,2034,PH233,KYG720051047,POWERLONG RLST.HOLDINGS,CN,HKD,35101010.0,1.0,101901843.0,0.00021363599232253997
177221,2023-12-18,2034,TH20JV,TH0747A10Z01,SC ASSET,TH,THB,35101010.0,1.0,165964926.0,0.00021336837708443493
175756,2023-12-18,2034,KR911M,KR7179900006,UTI,KR,KRW,10102015.0,1.0,285773289.0,0.0002129481907466164
175405,2023-12-18,2034,PL11S4,PLVRCM000016,VERCOM,PL,PLN,10101015.0,1.0,113027281.0,0.00021290595948983805
174948,2023-12-18,2034,IN50V5,INE807F01027,SEQUENT SCIENTIFIC,IN,INR,20103015.0,1.0,166406252.0,0.0002128507229004717
176833,2023-12-18,2034,HK20VY,KYG2762W1069,DINGDANG HEALTH TECHNOLOGY GRO,CN,HKD,45201015.0,1.0,193672409.0,0.00021259553066881688
176612,2023-12-18,2034,MY203P,MYL5983OO001,MBM RESOURCES,MY,MYR,40101020.0,1.0,164516046.0,0.00021250266527712475
175237,2023-12-18,2034,TW19ON,TW0009942003,NAK Sealing Tech,TW,TWD,40101025.0,1.0,311705178.0,0.00021225637061616931
175239,2023-12-18,2034,TW9064,TW0003563003,MACHVISION,TW,TWD,10102020.0,1.0,310781188.0,0.0002121663342234054
177060,2023-12-18,2034,TR505U,TRECUHE00018,AGESA HAYAT EMEKLILIK,TR,TRY,30301010.0,1.0,68013914.0,0.00021208859341551842
177380,2023-12-18,2034,ID80GJ,ID1000121601,ERAJAYA SWASEMBADA,ID,IDR,40401030.0,1.0,184097734.0,0.00021198065751032165
176905,2023-12-18,2034,KW262Q,KW0EQ0608889,INTEGRATED HOLDING COMPANY,KW,KWD,50203000.0,1.0,232982471.0,0.00021180245878846607
176982,2023-12-18,2034,TR11N9,TREBION00012,BIOTREND CEVRE VE ENERJI,TR,TRY,65101010.0,1.0,146401642.0,0.0002115099341616799
174946,2023-12-18,2034,IN10W2,INE224A01026,Greaves Cot,IN,INR,50204030.0,1.0,169906084.0,0.0002114915808618653
177005,2023-12-18,2034,TR11TF,TREKREL00019,KAREL ELEKTRONIK,TR,TRY,15101010.0,1.0,109398078.0,0.00021097553542877496
177271,2023-12-18,2034,TH50N2,TH0889010Y07,SPCG,TH,THB,65101010.0,0.4055875,76573881.0,0.00021080143236876285
177316,2023-12-18,2034,TH80I0,TH8646010000,SCG CERAMICSORD,TH,THB,50101035.0,1.0,29977153.0,0.00021077891084523965
175761,2023-12-18,2034,KR308M,KR7032500001,KMW,KR,KRW,15101010.0,1.0,277832035.0,0.00021039268014852946
176587,2023-12-18,2034,MY240Q,MYL3859OO005,MAGNUM BHD,MY,MYR,40501020.0,1.0,237763417.0,0.00020991813429345365
175716,2023-12-18,2034,KR1AN9,KR7357120005,KORAMCO LIFE INFRA REIT,KR,KRW,35102070.0,1.0,319063726.0,0.00020978525989349297
175218,2023-12-18,2034,TW18WU,TW0003003000,KS TERMINALS,TW,TWD,50202010.0,1.0,361022263.0,0.0002093993454496976
175740,2023-12-18,2034,KR22XC,KR7394280002,OPENEDGES TECHNOLOGY,KR,KRW,10102010.0,1.0,300613012.0,0.00020934576864940313
177229,2023-12-18,2034,TH805N,TH8170010004,PRIMA MARINE,TH,THB,50206030.0,0.9266376,151582425.0,0.00020866344219142922
175532,2023-12-18,2034,ZA201C,ZAE000029757,ASTRAL FOODS,ZA,ZAR,45102010.0,1.0,244102163.0,0.00020844274253720203
177225,2023-12-18,2034,TH606M,TH6927010004,TAOKAENOI FOOD & MKTG.,TH,THB,45102020.0,1.0,157062301.0,0.00020777969114214786
175738,2023-12-18,2034,KR80H0,KR7041190000,WOORI TECHNOLOGY INV.,KR,KRW,30202010.0,1.0,302668228.0,0.00020766202680977985
177425,2023-12-18,2034,PH30BK,PHY1234G1032,CEBU AIR,PH,PHP,40501010.0,1.0,126582540.0,0.00020696702476015333
175257,2023-12-18,2034,TW01QG,TW0001711000,Everlight Chem,TW,TWD,55201000.0,1.0,278860238.0,0.00020642731052018863
176582,2023-12-18,2034,MY60A0,MYL7100OO000,UCHI TECHS.,MY,MYR,10102015.0,1.0,265256379.0,0.000206374208128385
177002,2023-12-18,2034,TR504T,TRAIPMAT92D2,IPEK MATBAACILIK SANVETC.,TR,TRY,60101010.0,1.0,113921021.0,0.00020527454578955632
175773,2023-12-18,2034,KR214I,KR7054450002,TELECHIPS,KR,KRW,10102010.0,1.0,266195216.0,0.00020503670684797928
176615,2023-12-18,2034,MY90E7,MYL5286OO009,MI TECHNOVATION,MY,MYR,10102020.0,1.0,151593375.0,0.0002046068102352246
175280,2023-12-18,2034,TW07YU,TW0006197007,Jess Link,TW,TWD,10102030.0,1.0,241172076.0,0.00020428711930974312
175243,2023-12-18,2034,TW01KA,TW0001582005,Syncmold,TW,TWD,10102030.0,1.0,305713264.0,0.0002038390840435675
175420,2023-12-18,2034,PL10NY,PLCNTSL00014,COGNOR HOLDING,PL,PLN,55102015.0,1.0,83101193.0,0.00020354700542497657
175227,2023-12-18,2034,TW1P9O,TW0002636008,T3EX GLOBAL HOLDINGS,TW,TWD,50206030.0,1.0,331670505.0,0.0002034712279638842
177021,2023-12-18,2034,TR20I4,TREPSFK00023,PASIFIK GAYRIMENKUL YATIRIM,TR,TRY,30203000.0,1.0,92179642.0,0.0002032171358020368
175254,2023-12-18,2034,TW15YT,TW0001604007,Sampo Corp,TW,TWD,40202020.0,1.0,286331732.0,0.00020320245381893592
175236,2023-12-18,2034,TW150V,TW0002402005,Ichia,TW,TWD,10102010.0,1.0,313461797.0,0.00020317747783826743
176904,2023-12-18,2034,KW20UC,KW0EQ0200786,AAYAN LSG& INV,KW,KWD,50206050.0,1.0,235018793.0,0.00020304928059094028
175402,2023-12-18,2034,EW060,PLARTPR00012,ARCTIC PAPER,PL,PLN,55101015.0,1.0,126204306.0,0.00020293381278220783
175235,2023-12-18,2034,TW062X,TW0003059002,Altek,TW,TWD,40203060.0,1.0,313842688.0,0.00020217489948869913
175233,2023-12-18,2034,TW17TQ,TW0001537009,Kung Long,TW,TWD,50202010.0,1.0,318892778.0,0.00020189605832638552
175219,2023-12-18,2034,TW126Y,TW0002010006,Chun Yuan Steel,TW,TWD,55102010.0,1.0,359391987.0,0.0002017067257419202
175386,2023-12-18,2034,PL802K,PL11BTS00015,11 BIT STUDIOS,PL,PLN,40203040.0,1.0,298406231.0,0.0002008799543808373
176978,2023-12-18,2034,ET012,TREALBK00011,ALBARAKA TURK,TR,TRY,30101010.0,1.0,159196105.0,0.00020003651792177744
175775,2023-12-18,2034,KR1AZL,KR7064290000,INTEKPLUS,KR,KRW,10102010.0,1.0,264218787.0,0.0001993172012225917
175691,2023-12-18,2034,KR310F,KR7358570000,GI INNOVATION,KR,KRW,20103010.0,1.0,353022844.0,0.00019923887641275952
174927,2023-12-18,2034,IN80FS,INE355A01028,SOMANY CERAMICS,IN,INR,50101035.0,1.0,205204973.0,0.00019875846816625996
175324,2023-12-18,2034,TW015V,TW0001307007,San Fang Chem,TW,TWD,55201010.0,1.0,171461717.0,0.0001986751496945236
175525,2023-12-18,2034,ZA402F,ZAE000177218,ATTACQ ORD,ZA,ZAR,35102000.0,1.0,304313674.0,0.00019749974683532087
177333,2023-12-18,2034,410827,GRS395363005,HELLENIC EXCHANGES HLDG,GR,EUR,30202015.0,1.0,358331940.0,0.00019749936894276175
177235,2023-12-18,2034,TH50M1,TH0833010Y05,SUPER ENERGY CORP,TH,THB,65101010.0,0.662798,138704978.0,0.00019694165873916463
176593,2023-12-18,2034,MY22K8,MYL5012OO009,TA ANN HOLDINGS,MY,MYR,45102010.0,1.0,209191464.0,0.00019676616384367034
174596,2023-12-18,2034,BR165E,BRAMBPACNOR6,AMBIPAR PARTP.E EME.ON,BR,BRL,65103035.0,1.0,190854723.0,0.00019667694963547246
176535,2023-12-18,2034,CL00MJ,CL0000001173,RIPLEY CORPORATION,CL,CLP,40401010.0,1.0,209061696.0,0.00019643286711123947
177222,2023-12-18,2034,TH907Q,TH8794010000,PRARAM 9 HOSPITAL,TH,THB,20101010.0,0.77951,165135005.0,0.00019559963779183028
175265,2023-12-18,2034,TW10XN,TW0001444008,Lealea Ent,TW,TWD,55201010.0,1.0,263709508.0,0.00019539886250240866
174950,2023-12-18,2034,IN80HU,INE398A01010,VENKY'S (INDIA),IN,INR,45102010.0,1.0,161102081.0,0.0001947944475651744
174595,2023-12-18,2034,BR20CG,BRVLIDACNOR5,VALID SOLUCOES,BR,BRL,50205030.0,1.0,208264862.0,0.00019429031653047825
175320,2023-12-18,2034,TW07IE,TW0005531008,Shining Bldg,TW,TWD,35101010.0,1.0,177020668.0,0.0001936665294977627
175272,2023-12-18,2034,TW7084,TW0001515005,REXON INDL.,TW,TWD,40202025.0,1.0,253729564.0,0.00019363393441007858
176625,2023-12-18,2034,MY23SH,MYL6599OO004,AEON CO.(M),MY,MYR,40401010.0,1.0,135387102.0,0.00019255280032788854
177243,2023-12-18,2034,TH20R3,TH0828A10Z03,KHON KAEN SUGAR,TH,THB,45102035.0,0.5996103,127023883.0,0.00019199031285701407
177278,2023-12-18,2034,TH22IW,TH0477010Y01,ROJANA INDUSTRIAL PARK,TH,THB,65101015.0,0.5883564,66424647.0,0.00019178508686043213
176907,2023-12-18,2034,KW21DW,KW0EQ0202048,NOOR FINANCIAL INV,KW,KWD,30202010.0,1.0,175303460.0,0.00019162333550662544
175782,2023-12-18,2034,KR1AK6,KR7323990002,VAXCELL BIO THERAPEUTICS,KR,KRW,20103010.0,1.0,257961649.0,0.00019074221671498934
176951,2023-12-18,2034,TR601R,TREKMBH00014,BERA HOLDING A,TR,TRY,50203000.0,1.0,257815670.0,0.0001903084976215911
175004,2023-12-18,2034,US3RYE,US38406L1035,GRACELL BIOTECHNOLOGIES ADR,CN,USD,20103010.0,1.0,148674897.0,0.00018985232305080362
176952,2023-12-18,2034,TR402Q,TREYGMI00012,YENI GIMAT GMYO,TR,TRY,35102045.0,1.0,255750160.0,0.00018835794502724512
174897,2023-12-18,2034,IN305D,INE752H01013,CARE RATINGS,IN,INR,30201030.0,1.0,271252359.0,0.0001883396664285621
176998,2023-12-18,2034,595889,TRAISGEN91P9,IS FINANSAL KIRALAMA,TR,TRY,40201040.0,1.0,117782026.0,0.0001881301820751202
175278,2023-12-18,2034,TW142W,TW0004532007,Rechi,TW,TWD,50204000.0,1.0,250165058.0,0.0001879573976774367
174593,2023-12-18,2034,BR1115,BRANIMACNOR6,GAEC EDUCACAO ON,BR,BRL,40201010.0,1.0,227184068.0,0.00018714776270084413
174586,2023-12-18,2034,BR804E,BRZAMPACNOR5,ZAMP,BR,BRL,40501040.0,1.0,320348537.0,0.00018705549905854413
175277,2023-12-18,2034,TW20C3,TW0004164009,CHC HEALTHCARE,TW,TWD,20102010.0,1.0,250091747.0,0.00018696582974649808
176640,2023-12-18,2034,MY22PD,MYL5180TO003,CAPITALAND MALAYSIA TRUST,MY,MYR,35102045.0,1.0,112825849.0,0.00018668359540141395
174923,2023-12-18,2034,IN08IV,INE603A01013,PRAKASH INDUSTRIES,IN,INR,55102010.0,1.0,212789782.0,0.00018636983358914325
176983,2023-12-18,2034,TR701S,TREAIGY00017,AKYP GMYO,TR,TRY,35102000.0,1.0,142340877.0,0.00018536451277186396
175261,2023-12-18,2034,TW14TN,TW0001709004,Formosan Union,TW,TWD,55201000.0,1.0,267424750.0,0.00018328585259509207
175275,2023-12-18,2034,TW20KB,TW0001760007,PANION & BF BIOTECH.,TW,TWD,20103015.0,1.0,251205858.0,0.00018328467753576222
177030,2023-12-18,2034,401207,TRAAKGRT91O5,AKSIGORTA,TR,TRY,30302025.0,1.0,82789128.0,0.000183021541406839
175533,2023-12-18,2034,ZA701H,ZAE000171963,KAP LIMITED,ZA,ZAR,50203000.0,1.0,241894381.0,0.00018286923562014094
175764,2023-12-18,2034,KR11GT,KR7011930005,SHINSUNG E&G,KR,KRW,60102020.0,1.0,272874208.0,0.00018242915739188442
174942,2023-12-18,2034,IN822H,INE883N01014,PARAG MILK FOODS,IN,INR,45102020.0,1.0,176746233.0,0.0001814665300625429
175686,2023-12-18,2034,KR62L4,KR7052020005,STCUBE,KR,KRW,10102015.0,1.0,360289917.0,0.00018131838281980093
177061,2023-12-18,2034,TR11VH,TRENATU00026,NATUREL ENERJI,TR,TRY,60102020.0,1.0,67863148.0,0.00018124505749755459
177043,2023-12-18,2034,TR20F1,TRETEZL00021,EUROPAP TEZOL KAGI,TR,TRY,55101015.0,1.0,76998889.0,0.00018121213378138797
176867,2023-12-18,2034,HK11HK,BMG9908J1053,ZHUGUANG HOLDINGS GROUP,CN,HKD,35101010.0,1.0,51224314.0,0.00018108754007673601
175778,2023-12-18,2034,KR804N,KR7001820000,SAMWHA CAPACITOR,KR,KRW,50202010.0,1.0,260650728.0,0.00018090773590084835
175293,2023-12-18,2034,TW802Z,TW0004739008,COREMAX,TW,TWD,55201000.0,1.0,223661914.0,0.00018083848158819126
177056,2023-12-18,2034,TR209V,TREATTP00023,ATP YAZILIM VE TEKNOLOJI,TR,TRY,10101010.0,1.0,69149220.0,0.00018051923920933468
175313,2023-12-18,2034,TW00ZO,TW0001201002,Wei-Chuan Foods,TW,TWD,45102020.0,1.0,184269347.0,0.00018045759289325242
175806,2023-12-18,2034,KR51HY,KR7095700001,GENEXINE,KR,KRW,20103010.0,1.0,231690246.0,0.00018005005178276144
175399,2023-12-18,2034,PL008I,PLR220000018,Cyber Folks,PL,PLN,10101020.0,1.0,155490511.0,0.00018003652209485144
174592,2023-12-18,2034,BR16Y7,BRCSEDACNOR9,CRUZEIRO DO SUL EDUCACIONAL ON,BR,BRL,40201010.0,1.0,242046279.0,0.00017993964761475203
175259,2023-12-18,2034,TW14IC,TW0006277007,Aten Intl,TW,TWD,10102030.0,1.0,272189592.0,0.00017877583795596131
175269,2023-12-18,2034,TW111S,TW0002534005,Hung Sheng Const,TW,TWD,35101010.0,1.0,258317788.0,0.00017784484017490578
175270,2023-12-18,2034,TW14A4,TW0006206006,Flytech Tech,TW,TWD,10102030.0,1.0,258135899.0,0.00017743121674949788
175305,2023-12-18,2034,TW04C5,TW0002536000,Hung Poo,TW,TWD,35101010.0,1.0,197209007.0,0.00017694166191040101
176660,2023-12-18,2034,MY228W,MYL5138OO002,HAP SENG PLTNS.HDG.,MY,MYR,45102010.0,1.0,90931479.0,0.00017686090456287955
175253,2023-12-18,2034,TW9042,KYG0407M1033,APEX INTERNATIONAL,TW,TWD,10102015.0,1.0,286824737.0,0.00017676362615735275
176853,2023-12-18,2034,CN8BUC,KYG532241042,KWG GROUP HOLDINGS,CN,HKD,35101010.0,1.0,116750224.0,0.0001764071430306845
175248,2023-12-18,2034,TW07EA,TW0005471007,Sonix Tech,TW,TWD,10102010.0,1.0,299267797.0,0.00017603262161407205
177393,2023-12-18,2034,ID5055,ID1000132707,BLUEBIRD GROUP PT,ID,IDR,40501015.0,1.0,106092488.0,0.00017602177579757118
175780,2023-12-18,2034,KR913O,KR7228760005,GENOMICTREE,KR,KRW,20103010.0,1.0,258656416.0,0.00017585905906565612
174929,2023-12-18,2034,IN803G,INE076B01028,SIYARAM SILK MILLS,IN,INR,40204020.0,1.0,201284390.0,0.00017553437949896505
175302,2023-12-18,2034,TW801Y,KYG8676P1037,TANVEX BIOPHARMA,TW,TWD,20103010.0,1.0,206082578.0,0.00017538343816179999
177033,2023-12-18,2034,TR20L7,TREESCR00029,ESCAR FILO KRLM. HZM. ANSI.,TR,TRY,40201040.0,1.0,81318635.0,0.00017530861216619225
174991,2023-12-18,2034,CN1RZQ,US44852D1081,HUYA ADR,CN,USD,10101020.0,1.0,305221676.0,0.0001747031001502388
175297,2023-12-18,2034,TW502W,TW0003708004,SWANCOR HOLDING,TW,TWD,50203010.0,1.0,216569860.0,0.00017469409279183997
177052,2023-12-18,2034,TR20G2,TREERCY00027,ERCIYAS CELIK BORU SANAYI AS,TR,TRY,55102010.0,1.0,70845240.0,0.00017442390331339784
176636,2023-12-18,2034,MY143S,MYL8532OO003,PERTAMA DIGITAL,MY,MYR,10101020.0,1.0,116196347.0,0.00017434067088259827
174584,2023-12-18,2034,BR701A,BRCVCBACNOR1,CVC BRA.OPD.E ACDV. ON,BR,BRL,40501015.0,1.0,343458107.0,0.00017409725285269756
175765,2023-12-18,2034,KR113G,KR7033640004,Nepes Corp,KR,KRW,10102010.0,1.0,272774251.0,0.00017389977338946316
176830,2023-12-18,2034,HK10JL,KYG857AW1047,SUN KING TECHNOLOGY GROUP,CN,HKD,10102015.0,1.0,213803643.0,0.00017319145431949896
176995,2023-12-18,2034,447757,TRAIZMDC91G6,IZMIR DEMIR CELIK,TR,TRY,55102010.0,1.0,120168889.0,0.00017240055010914283
175528,2023-12-18,2034,ZA20ZA,ZAE000170049,PPC,ZA,ZAR,50101030.0,1.0,261968788.0,0.00017229390082014646
175271,2023-12-18,2034,TW01RH,TW0001714004,Ho Tung Chemical,TW,TWD,55201000.0,1.0,254284178.0,0.0001722072119688618
177247,2023-12-18,2034,TH00U4,TH0592010Z06,BEC World PCL,TH,THB,40301035.0,0.8897586,119261252.0,0.00017184048180470644
177101,2023-12-18,2034,TR10ZK,TREGDKM00012,GEDIK YATIRIM VE MENKUL DEGER.,TR,TRY,30202015.0,1.0,39151455.0,0.00017170615900453657
177394,2023-12-18,2034,ID001W,ID1000111800,TIMAH,ID,IDR,55102000.0,1.0,102399795.0,0.00017142316211192228
175282,2023-12-18,2034,TW1392,TW0002314002,MICROELS.TECH.,TW,TWD,15101010.0,1.0,239766331.0,0.00017131520523459091
174934,2023-12-18,2034,IN50CM,INE612J01015,REPCO HOME FINANCE,IN,INR,30201025.0,1.0,190669204.0,0.00017059647050145888
