,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency
50787,2023-12-18,1148,CN2Y98,CNE100002GK7,G BITS NET.TECH.XIAMEN 'A' (CCS),CN,CNY,40203040.0,0.1019714,0.5884,161310180.0
50871,2023-12-18,1148,CN3035,CNE100002RH0,XINFENGMING GROUP 'A' (CCS),CN,CNY,55201010.0,0.1309472,0.4582,171132101.0
51022,2023-12-18,1148,CN353A,CNE100003ZJ7,CHINA SUNTIEN GREEN ENERGY 'A' (CCS),CN,CNY,65102020.0,0.2,0.1232,65790574.0
51463,2023-12-18,1148,CN91LU,HK0000056256,CHINA TRADITIONAL CHI MEDICINE,CN,HKD,20103015.0,1.0,0.5554,1424287344.0
51103,2023-12-18,1148,CN33OT,CNE0000010Y1,Cnhtc Truck 'A' (CCS),CN,CNY,50206015.0,0.122449,0.49,134816444.0
51074,2023-12-18,1148,CN2XIG,CNE100000SM2,GUANGZHOU ZHUJIANG BREW. 'A' (CCS),CN,CNY,45101010.0,0.2,0.1586,77077643.0
50857,2023-12-18,1148,CN2QH8,CNE100000M47,TAIJI COMPUTER 'A' (CCS),CN,CNY,10101010.0,0.0935308,0.6415,161644779.0
51118,2023-12-18,1148,CN2MK7,CNE100000S58,ZHENGZHOU COAL MNG.MCH. GP.'A' (CCS),CN,CNY,50204020.0,0.0852515,0.7038,154805751.0
51134,2023-12-18,1148,CN2GVC,CNE1000008K2,SHANGHAI STONEHILL TECHNOLOGY (CCS),CN,CNY,10101015.0,0.0664305,0.9032,152191390.0
50843,2023-12-18,1148,CN2GK1,CNE0000014B1,Newland 'A' (CCS),CN,CNY,10101015.0,0.0856287,0.7007,166877824.0
51188,2023-12-18,1148,CN2TKE,CNE000000XH3,Shunxin 'A' (CCS),CN,CNY,45101015.0,0.0960154,0.6249,127926461.0
51132,2023-12-18,1148,CN2WYV,CNE000000FB3,Wanxiang 'A' (CCS),CN,CNY,40101025.0,0.1665279,0.3603,147308338.0
51455,2023-12-18,1148,CN87P3,KYG2110A1114,CHINASOFT INTERNATIONAL,CN,HKD,10101010.0,1.0,0.8064,1867868164.0
51097,2023-12-18,1148,CN2TMG,CNE100000CT1,ZHEJIANG CRYSTAL OPTECH 'A' (CCS),CN,CNY,10102015.0,0.0699138,0.8582,145770398.0
51093,2023-12-18,1148,CN30GI,CNE000001DZ5,SHENGHE RESOURCES HDG. 'A' (CCS),CN,CNY,55102000.0,0.0813449,0.7376,142300062.0
51090,2023-12-18,1148,CN32W0,CNE100000643,Beijing BDStar 'A' (CCS),CN,CNY,15101010.0,0.0875401,0.6854,141960175.0
51140,2023-12-18,1148,CN3C9N,CNE100001D21,GUOSHENG FINL.HLDG.'A' (CCS),CN,CNY,30202000.0,0.1881468,0.3189,150096247.0
51102,2023-12-18,1148,CN31PS,CNE1000026G2,QIANHE CONDIMENT &.FOOD 'A' (CCS),CN,CNY,45102020.0,0.1195695,0.5018,134285047.0
51094,2023-12-18,1148,CN2KH2,CNE000000Q29,CHINA MEHECO GROUP 'A' (CCS),CN,CNY,20103015.0,0.1233806,0.4863,142708052.0
51438,2023-12-18,1148,CN2CR4,HK0000658531,SIMCERE PHARMACEUTICAL GROUP,CN,HKD,20103015.0,1.0,0.4082,898193674.0
51095,2023-12-18,1148,CN2V95,CNE1000005X1,CNNC HUA YUAN TITANIUM DIOXIDE (CCS),CN,CNY,55201020.0,0.0901578,0.6655,143941945.0
51087,2023-12-18,1148,CN2FK0,CNE1000023Q8,LBX PHMCY.CHAIN 'A' (CCS),CN,CNY,45201015.0,0.1158078,0.5181,140653053.0
50890,2023-12-18,1148,CN38T3,CNE1000046G0,QINGDAO SENTURY TIRE 'A' (CCS),CN,CNY,40101015.0,0.103609,0.5791,172308251.0
51466,2023-12-18,1148,HK90U4,KYG711391022,PING AN HEALTHCARE AND TECH CO,CN,HKD,20101025.0,1.0,0.5149,1297589864.0
51232,2023-12-18,1148,CN91T2,US88557W1018,QIFU TECHNOLOGY ADR,CN,USD,30201020.0,1.0,0.8763,2031781070.0
51152,2023-12-18,1148,CN75R2,CNE000001642,CHINA PETROLEUM ENGINEERING A (CCS),CN,CNY,60101030.0,0.2,0.278,133187329.0
51089,2023-12-18,1148,CN2N9X,CNE000001DG5,Gaochun Ceram 'A' (CCS),CN,CNY,50201020.0,0.1586882,0.3781,141145213.0
51430,2023-12-18,1148,HK01IK,HK1208013172,MMG,CN,HKD,55102040.0,1.0,0.3245,756634470.0
51028,2023-12-18,1148,CN2WPM,CNE100005154,QILU BANK 'A' (CCS),CN,CNY,30101010.0,0.0383324,0.7157,68899977.0
51442,2023-12-18,1148,CN2CU7,KYG2006G1156,CENTRAL NEW ENERGY HOLDING GROUP,CN,HKD,50101015.0,1.0,0.3157,827897203.0
51206,2023-12-18,1148,CN95DQ,CNE100004P08,ZHEJIANG PUBLISHIN 'A' (CCS),CN,CNY,40301030.0,0.2,0.2305,123961497.0
51086,2023-12-18,1148,CN36EM,CNE000001BG9,Pharm Glass 'A' (CCS),CN,CNY,20102015.0,0.0745342,0.805,140464097.0
51096,2023-12-18,1148,CN2QZQ,CNE1000020C4,CHENGDU KANGHONG PHARM. 'A' (CCS),CN,CNY,20103015.0,0.1625135,0.3692,143952699.0
51114,2023-12-18,1148,CN2Y21,CNE000000XP6,ANHUI ZHONGDING SEALING PART A (CCS),CN,CNY,40101025.0,0.1007726,0.5954,136004955.0
51105,2023-12-18,1148,CN2SJC,CNE100001JZ1,HEFEI MEIYA OT.TECH.'A' (CCS),CN,CNY,50202025.0,0.1534919,0.3909,135105189.0
51435,2023-12-18,1148,CN2CAN,CNE100004QP1,SHANGHAI MICROPORT MEDBOT 'H',CN,HKD,20102010.0,1.0,0.3023,707737625.0
51209,2023-12-18,1148,CN4CCR,CNE100005857,SHENZHEN KTC TECHNOLOGY 'A' (CCS),CN,CNY,10102030.0,0.2,0.254,124603623.0
51428,2023-12-18,1148,BM1075,BMG4404N1149,CHINA RUYI HOLDINGS,CN,HKD,40301010.0,1.0,0.4586,1233601492.0
51129,2023-12-18,1148,CN33RW,CNE0000014Z0,SICHUAN NEW ENERGY POWER 'A' (CCS),CN,CNY,60102020.0,0.1109057,0.541,157194470.0
51085,2023-12-18,1148,CN2URM,CNE0000004H9,Northeast Secs 'A' (CCS),CN,CNY,30202015.0,0.1045296,0.574,140387426.0
51100,2023-12-18,1148,CN35OV,CNE100004355,SHAI.HUAFON ACP.'A' (CCS),CN,CNY,55102035.0,0.182704,0.3284,139866730.0
51113,2023-12-18,1148,CN395G,CNE100004BQ1,CHINA NAT. GOLD GRP JEWEL 'A' (CCS),CN,CNY,40204030.0,0.1202405,0.499,138931815.0
51110,2023-12-18,1148,CN2HHZ,CNE000000GH8,Fenghua Adv 'A' (CCS),CN,CNY,50202010.0,0.0781148,0.7681,136271501.0
51201,2023-12-18,1148,CN2VHD,CNE100002XN6,CHINA KINGS RESOURCES GP.'A' (CCS),CN,CNY,55102000.0,0.1214575,0.494,130727293.0
51108,2023-12-18,1148,CN2I6P,CNE1000010M4,BBMG 'A' (CCS),CN,CNY,50101030.0,0.1412762,0.4247,136098991.0
51111,2023-12-18,1148,CN7D2L,CNE0000017Z3,China Railway 'A' (CCS),CN,CNY,50206025.0,0.1179477,0.5087,137553944.0
51167,2023-12-18,1148,CN37PY,CNE100002W27,JOINN LABORATORIES CHINA 'A' (CCS),CN,CNY,20103010.0,0.0973078,0.6166,122657688.0
51035,2023-12-18,1148,CN33UZ,CNE1000032W7,DOUBLE MEDICAL TECHNOLOGY 'A' (CCS),CN,CNY,20102010.0,0.2,0.1678,72628364.0
51413,2023-12-18,1148,635425,BMG2442N1048,COSCO SHIPPING PORTS,CN,HKD,50206060.0,1.0,0.3897,971235524.0
51117,2023-12-18,1148,CN2KCX,CNE000000B83,Sh Tunnel Eng 'A' (CCS),CN,CNY,50101010.0,0.0965873,0.6212,147594127.0
51440,2023-12-18,1148,CN887M,BMG653181005,NINE DRAGONS PAPER HDG.,CN,HKD,55101015.0,1.0,0.3623,843898610.0
51200,2023-12-18,1148,CN2G0H,CNE000001PP0,XINJIANG ZHONGTAI CHEMICAL 'A' (CCS),CN,CNY,55201000.0,0.0795756,0.754,133132204.0
51088,2023-12-18,1148,CN33QV,CNE100002QJ8,CHOW TAI SENG JEWELLERY 'A' (CCS),CN,CNY,40204030.0,0.1611171,0.3724,141062530.0
51193,2023-12-18,1148,CN309B,CNE100001X35,NANJING ESTUN ATMTN.'A' (CCS),CN,CNY,50204000.0,0.103377,0.5804,130502573.0
51185,2023-12-18,1148,CN96AO,CNE100000B65,HONGBO 'A' (CCS),CN,CNY,50205030.0,0.0767558,0.7817,133320059.0
51091,2023-12-18,1148,CN2QI9,CNE000000HN4,XINGRONG ENVIRONMENT 'A' (CCS),CN,CNY,65102030.0,0.1316656,0.4557,140403347.0
51115,2023-12-18,1148,CN2QXO,CNE000000FS7,Zhongjin 'A' (CCS),CN,CNY,55102050.0,0.0921659,0.651,133949073.0
51142,2023-12-18,1148,CN33V0,CNE100003670,FORYOU 'A' (CCS),CN,CNY,50202010.0,0.1394052,0.4304,150106788.0
51107,2023-12-18,1148,CN2R0S,CNE100001104,ZHEJIANG SEMIR GRMT.A (CCS),CN,CNY,40204020.0,0.1759531,0.341,135761890.0
51112,2023-12-18,1148,CN3226,CNE000000D24,INNER MONGOLIA XINGYE SILVER TIN MINING.'A' (CCS),CN,CNY,55102000.0,0.0938967,0.639,138948249.0
51186,2023-12-18,1148,CN38BL,CNE100000Z75,ANHUI HONGLU STL.CON. GP 'A' (CCS),CN,CNY,55102010.0,0.1131435,0.5303,122657609.0
51109,2023-12-18,1148,CN2KN8,CNE000000DD4,MAANSHAN IRON & STL. 'A' (CCS),CN,CNY,55102010.0,0.1536098,0.3906,136099042.0
51104,2023-12-18,1148,CN95FS,CNE100005Z88,SHENZHEN CECPORT TECHNOLOGIES 'A' (CCS),CN,CNY,10102010.0,0.1618996,0.3706,135081165.0
51195,2023-12-18,1148,CN7DVE,CNE000000CB0,SHANGHAI BAILIAN GROUP 'A' (CCS),CN,CNY,45201010.0,0.1275239,0.4705,130659302.0
51182,2023-12-18,1148,CN34RX,CNE100002W68,CHINA PUBLISHING & MEDIA HDG A (CCS),CN,CNY,40301030.0,0.2,0.2293,117775891.0
51217,2023-12-18,1148,CN2IQ9,CNE000001BJ3,WOLONG ELECTRIC DRIVE GRP 'A' (CCS),CN,CNY,50202010.0,0.0885478,0.6776,126417044.0
51457,2023-12-18,1148,CN8FVH,KYG8875G1029,3SBIO,CN,HKD,20103010.0,1.0,0.8045,1751723284.0
51211,2023-12-18,1148,CN2F1H,CNE000000B00,WUXI TAIJI IND. 'A' (CCS),CN,CNY,50101015.0,0.0862317,0.6958,126867265.0
51197,2023-12-18,1148,CN2J9T,CNE0000008P3,SHANGHAI WANYE ENTS. 'A' (CCS),CN,CNY,35101010.0,0.0955871,0.6277,131295271.0
51163,2023-12-18,1148,CN4BM0,CNE000001DW2,SHUANGLIANG ECO-ENERGY SYS. A (CCS),CN,CNY,50204000.0,0.1065152,0.5633,122122538.0
51098,2023-12-18,1148,CN2PUK,CNE100000P85,DFD NEW MATERIALS 'A' (CCS),CN,CNY,55201020.0,0.0668598,0.8974,142179531.0
51204,2023-12-18,1148,CN35MT,CNE100000VV7,DAJIN HEAVY INDUSTRY 'A' (CCS),CN,CNY,60102020.0,0.0982479,0.6107,126619567.0
51166,2023-12-18,1148,CN35T0,CNE100003LK5,SICHUAN TEWAY FOOD GROUP 'A' (CCS),CN,CNY,45102020.0,0.1833181,0.3273,121199167.0
51210,2023-12-18,1148,CN2Z77,CNE100000P93,ZIBO QIXIANG TENGDA CHM. 'A' (CCS),CN,CNY,55201000.0,0.1281504,0.4682,124603123.0
50845,2023-12-18,1148,CN2IZI,CNE000001GR5,Huafa Ind 'A' (CCS),CN,CNY,35101010.0,0.0814553,0.7366,169018942.0
51203,2023-12-18,1148,CN33DI,CNE100000WW3,GCL SY.INTG.TECH.'A' (CCS),CN,CNY,60102020.0,0.0847577,0.7079,126980716.0
51151,2023-12-18,1148,CN2WKH,CNE000000ZV9,CHINA RAILWAY MTRL. CMPNY 'A' (CCS),CN,CNY,50206020.0,0.1844451,0.3253,133867539.0
51101,2023-12-18,1148,CN789N,CNE0000007X9,ZHEJIANG DLY. DGT. CULT. GR. A (CCS),CN,CNY,40203040.0,0.1145913,0.5236,138960272.0
51214,2023-12-18,1148,CN2WXU,CNE100004JY8,INNER MONGOLIA DAZHONG MI. 'A' (CCS),CN,CNY,55102010.0,0.2,0.2967,125470810.0
51196,2023-12-18,1148,CN2LI4,CNE000000CM7,CETC DIGITAL TECHNOLOGY 'A' (CCS),CN,CNY,10101010.0,0.0965873,0.6212,131404920.0
51215,2023-12-18,1148,CN2ULG,CNE100000P02,SHENZHEN HEPALINK PHARM. 'A' (CCS),CN,CNY,20103015.0,0.2,0.2927,125711605.0
51202,2023-12-18,1148,CN2PC2,CNE100001F37,GUANGDONG HONGDA HLDGS 'A' (CCS),CN,CNY,55102000.0,0.0860092,0.6976,122801026.0
51192,2023-12-18,1148,CN385F,CNE100000PX5,COFCO CAPITAL HOLDINGS 'A' (CCS),CN,CNY,30301010.0,0.1612037,0.3722,130259867.0
51213,2023-12-18,1148,CN4C9O,CNE1000056L9,BANK OF LANZHOU 'A' (CCS),CN,CNY,30101010.0,0.0760456,0.789,125541379.0
51198,2023-12-18,1148,CN32X1,CNE0000004F3,SHAANXI TRUST 'A' (CCS),CN,CNY,30202000.0,0.1062511,0.5647,132079486.0
51218,2023-12-18,1148,CN2F7N,CNE000001329,SHAANXI CONSTR. ENGIN. GP. 'A' (CCS),CN,CNY,50101010.0,0.1746217,0.3436,126509880.0
51208,2023-12-18,1148,CN2T0U,CNE000000QG9,XINXING PIPES 'A' (CCS),CN,CNY,55102010.0,0.09995,0.6003,124535146.0
51191,2023-12-18,1148,CN31LO,CNE0000011Z6,INFORE ENVM.TECH.GP.'A' (CCS),CN,CNY,50204000.0,0.1360236,0.4411,129195021.0
51381,2023-12-18,1148,CN89UA,BMG4600H1198,HOPSON DEVELOPMENT HOLDINGS,CN,HKD,35101010.0,1.0,0.2794,535532004.0
51161,2023-12-18,1148,CN2HJ1,CNE100000HW4,ZHONGSHENG PHARM 'A' (CCS),CN,CNY,20103015.0,0.0766479,0.7828,121253915.0
51106,2023-12-18,1148,CN2U94,CNE1000000F9,LEO GROUP 'A' (CCS),CN,CNY,40301020.0,0.0721761,0.8313,135447137.0
51205,2023-12-18,1148,CN2OYN,CNE100002RX7,RED STAR MACALLINE GROUP 'A' (CCS),CN,CNY,35101010.0,0.1960144,0.3061,123420313.0
51153,2023-12-18,1148,CN2L8U,CNE100001SM0,CHINA WAFER LEVEL CSP 'A' (CCS),CN,CNY,10102020.0,0.0750469,0.7995,118974790.0
51084,2023-12-18,1148,CN2ZCC,CNE100001WJ8,YIXINTANG PHARMA. GROUP 'A' (CCS),CN,CNY,45201015.0,0.1134001,0.5291,113571756.0
51019,2023-12-18,1148,CN2YUT,CNE100002SZ0,CHINA DEPPON LOGISTICS 'A' (CCS),CN,CNY,50206040.0,0.2,0.2155,88188199.0
50992,2023-12-18,1148,CN34FL,CNE0000005V7,HAINAN HAIDE CAPITAL MGMT.'A' (CCS),CN,CNY,30202010.0,0.2,0.2656,110640824.0
51216,2023-12-18,1148,CN2NH5,CNE1000019T0,YANTAI VALIANT FINE CHEMS.'A' (CCS),CN,CNY,55201020.0,0.0888626,0.6752,125825553.0
51190,2023-12-18,1148,CN34TZ,CNE000000QN5,FUJIAN XIAMEN XIANGYU 'A' (CCS),CN,CNY,50206040.0,0.1187884,0.5051,128421150.0
51187,2023-12-18,1148,CN2HEW,CNE100000J34,PRET COMPOSITES 'A' (CCS),CN,CNY,50203015.0,0.1002339,0.5986,123086831.0
51189,2023-12-18,1148,CN2KWH,CNE000000MN4,Xiamen ITG 'A' (CCS),CN,CNY,50205010.0,0.0917993,0.6536,128136702.0
51159,2023-12-18,1148,CN2G8P,CNE100000ZS4,CETC POTEVIO SCI&TECH 'A' (CCS),CN,CNY,15101010.0,0.0943248,0.6361,119045894.0
50998,2023-12-18,1148,CN2FO4,CNE1000022J5,ANHUI GXIN.AGROCHEMICAL 'A' (CCS),CN,CNY,55201015.0,0.097688,0.6142,112428568.0
51212,2023-12-18,1148,CN2M5S,CNE000001Q44,GUANGSHEN RAILWAY 'A' (CCS),CN,CNY,50206020.0,0.1121915,0.5348,124583529.0
51168,2023-12-18,1148,CN2XFD,CNE100000XC3,SHENZHEN KSTAR SCTC.'A' (CCS),CN,CNY,50202010.0,0.1404823,0.4271,118513808.0
51219,2023-12-18,1148,CN2U1W,CNE100001203,SUOFEIYA HOME CLLN.'A' (CCS),CN,CNY,40202015.0,0.0998502,0.6009,125111537.0
51184,2023-12-18,1148,CN2GJ0,CNE0000009N6,CHINA NAT.ACCORD MDC.'A' (CCS),CN,CNY,45201015.0,0.1680672,0.357,115724761.0
51176,2023-12-18,1148,CN2SA3,CNE000000F48,Biocause 'A' (CCS),CN,CNY,30301010.0,0.1779359,0.3372,118042758.0
51179,2023-12-18,1148,CN2G5M,CNE000000YG3,YONFER AGRICULTURAL TECH. (CCS),CN,CNY,55201015.0,0.1143511,0.5247,116990350.0
51158,2023-12-18,1148,CN2F0G,CNE000000ZF2,GREE REAL ESTATE 'A' (CCS),CN,CNY,35101010.0,0.1089918,0.5505,120838803.0
51165,2023-12-18,1148,CN34KQ,CNE100003JQ6,QINGDAO RURAL COMMER. BANK 'A' (CCS),CN,CNY,30101010.0,0.0784929,0.7644,122453766.0
51164,2023-12-18,1148,CN30UW,CNE1000033H6,XIAMEN INTRETECH 'A' (CCS),CN,CNY,40203010.0,0.1495141,0.4013,122327304.0
51154,2023-12-18,1148,CN380A,CNE100002XD7,JIG.PRVL.AGRI.RECLM.& DEV.'A' (CCS),CN,CNY,45102010.0,0.1865672,0.3216,119405784.0
51183,2023-12-18,1148,CN2XA8,CNE100000WF8,SICHUAN YAHUA INDUSTRIAL A (CCS),CN,CNY,55201020.0,0.0668151,0.898,117809235.0
51220,2023-12-18,1148,CN2G7O,CNE100001NY6,HARBIN BOSHI ATMTN.'A' (CCS),CN,CNY,50204000.0,0.095709,0.6269,123188136.0
51162,2023-12-18,1148,CN3428,CNE1000036Q0,BANK OF ZHENGZHOU 'A' (CCS),CN,CNY,30101010.0,0.0778715,0.7705,121363678.0
51178,2023-12-18,1148,CN2SWP,CNE000001KP1,Da An Gene 'A' (CCS),CN,CNY,20103010.0,0.0877578,0.6837,117006044.0
51157,2023-12-18,1148,CN2J7R,CNE000000SN1,Three Gorges 'A' (CCS),CN,CNY,65101010.0,0.0988468,0.607,120648114.0
51460,2023-12-18,1148,CN0Q2R,CNE1000002N9,China National 'H',CN,HKD,50101030.0,1.0,0.9403,1770284828.0
51160,2023-12-18,1148,CN2NXL,CNE0000000L9,CHINA RESOURCES JINHUA 'A' (CCS),CN,CNY,40203010.0,0.1220256,0.4917,121052986.0
51037,2023-12-18,1148,CN2NWK,CNE000000TX8,BENGANG STEEL PLATES 'A' (CCS),CN,CNY,55102010.0,0.2,0.1514,60298640.0
50966,2023-12-18,1148,CN2TUO,CNE000001LQ7,Denghai Seeds 'A' (CCS),CN,CNY,45102010.0,0.1521298,0.3944,100461883.0
51426,2023-12-18,1148,663094,HK0257001336,CHINA EVERBRIGHT ENVIR. GP.,CN,HKD,65103035.0,1.0,0.5692,1094374775.0
51419,2023-12-18,1148,HK0157,BMG0957L1090,BEIJING ENTS.WATER GROUP,CN,HKD,65102030.0,1.0,0.4505,928895411.0
51378,2023-12-18,1148,HK50JP,BMG210A71016,Grand Pharmaceutical Group,CN,HKD,20103015.0,1.0,0.3479,622523076.0
51172,2023-12-18,1148,CN2P5V,CNE100000X36,C&S PAPER 'A' (CCS),CN,CNY,45201020.0,0.1158972,0.5177,113956655.0
51243,2023-12-18,1148,CN86U7,US46591M1099,JOYY ADR,CN,USD,10101020.0,1.0,0.8288,1468500658.0
50993,2023-12-18,1148,CN36MU,CNE100002W84,ZHEJIANG CFMOTO POWER'A' (CCS),CN,CNY,40203055.0,0.097292,0.6167,110992328.0
51173,2023-12-18,1148,CN2ZHH,CNE000000DM5,ADDSINO 'A' (CCS),CN,CNY,50201020.0,0.0744694,0.8057,114304085.0
50988,2023-12-18,1148,CN2RVN,CNE1000006B5,HUNAN GOLD CORPORATION 'A' (CCS),CN,CNY,55103025.0,0.0937207,0.6402,110124870.0
51025,2023-12-18,1148,CN2ND1,CNE1000023H7,BEIJING DAHAO TECH.'A' (CCS),CN,CNY,50202040.0,0.2,0.173,68446430.0
50999,2023-12-18,1148,CN2H9R,CNE100000V79,NANTONG JNH.CAPACIT.'A' (CCS),CN,CNY,10102015.0,0.093985,0.6384,110792478.0
51150,2023-12-18,1148,CN31X0,CNE000000H95,CHINA MERC. PRO. O.&S. 'A' (CCS),CN,CNY,35101015.0,0.1455251,0.4123,113468049.0
51174,2023-12-18,1148,CN2L0M,CNE000001675,Grandblue Enviroment 'A' (CCS),CN,CNY,65103035.0,0.1011634,0.5931,114413573.0
51171,2023-12-18,1148,CN2S5Y,CNE000000VK1,Sz Airport 'A' (CCS),CN,CNY,50206060.0,0.1394376,0.4303,113694931.0
51223,2023-12-18,1148,CN1OXL,US54975P2011,LUFAX HLDG 1:2 ADS,CN,USD,30201020.0,1.0,0.3456,625925387.0
50991,2023-12-18,1148,CN2FCS,CNE000000KN8,CHENGTUN MINING GP.'A' (CCS),CN,CNY,55102050.0,0.0702658,0.8539,108807967.0
50996,2023-12-18,1148,CN37QZ,CNE100002Z65,YANTAI EDDIE PRECN.MCH. 'A' (CCS),CN,CNY,50204000.0,0.144023,0.4166,111715000.0
50990,2023-12-18,1148,CN356D,CNE100004C60,BANK OF CHONGQING 'A' (CCS),CN,CNY,30101010.0,0.1609442,0.3728,110670249.0
50997,2023-12-18,1148,CN35Z6,CNE100003N01,QUECTEL WIRELESS SOLUTIONS 'A' (CCS),CN,CNY,15101010.0,0.0848176,0.7074,112314165.0
51012,2023-12-18,1148,CN2V62,CNE100000T99,STO EXPRESS 'A' (CCS),CN,CNY,50206040.0,0.117325,0.5114,104571658.0
